,chapter,lemma,grammar,word_th_trans_en,freq,loan,hg_context
0,А,Аарон,"N, PN, persn",Аарон,6,True,False
1,А,апрякамс,"V, tr",упрекать; ревновать,1,False,False
3,А,аптека,N,аптека,30,True,False
4,А,аптека,A,аптека,1,True,False
5,А,аптекань,N,аптечный,1,False,False
6,А,аптечка,N,аптечка,1,True,False
7,А,аптечнай,A,аптечный,5,False,False
8,А,араб,"N, anim, hum",араб,4,True,False
9,А,Аравия,"N, PN, topn",Аравия,6,True,False
10,А,арай,PREDIC,"придётся, надо",130,False,False
11,А,арамс,"V, tr",стать,130,False,False
12,А,аралай,"N, anim, hum","защитник, страж",63,False,False
14,А,араламс,"V, tr","защитник, страж",15,False,False
15,А,араламань,A,защитить,18,False,False
18,А,арам,PART,"по-моему, -твоему и т. д.",24,False,False
20,А,аранжировка,N,аранжировка,1,True,False
21,А,аранжировщик,"N, anim, hum",аранжировщик,2,True,False
22,А,Арапов,"N, PN, famn",Арапов,12,True,False
23,А,Арапова,"N, PN, famn",Арапова,1,True,False
24,А,апряказь,ADV,с упрёком,1,False,False
25,А,апробация,N,апробация,1,True,False
26,А,апрель,"N, time_meas",апрель,328,True,False
28,А,анцяй,A,"незначительный, крохотный",12,False,False
29,А,анцяйняда,ADV,"чуть-чуть, слегка",1,False,False
30,А,анцяйняньбес,ADV,до мелочей,2,False,False
31,А,аншлаг,N,аншлаг,6,True,False
32,А,аньцек,ADV,только; только что,5033,False,False
33,А,аньцема,N,прорубь,3,False,False
34,А,Анюта,"N, PN, persn",Анюта,19,True,False
35,А,Аня,"N, PN, persn",Аня,44,True,False
36,А,апак,PART,не (с прилагательными и наречиями),901,False,False
37,А,апатия,N,апатия,1,True,False
38,А,апельсин,N,апельсин,6,True,False
39,А,Арбат,"N, PN, topn",Арбат,1,True,False
40,А,апельсин,A,апельсин,3,True,False
41,А,АПК,N,АПК,56,True,False
42,А,аплодисмент,N,аплодисменты,5,False,False
43,А,Аполлония,"N, PN, persn",Аполлония,1,True,False
44,А,Аполлос,"N, PN, persn",Аполлос,9,True,False
45,А,апостол,"N, anim, hum",апостол,145,True,False
46,А,аппарат,N,аппарат,88,True,False
47,А,аппаратура,N,аппаратура,15,True,False
48,А,аппендицит,N,аппендицит,1,True,False
49,А,аппетит,N,аппетит,9,True,False
50,А,аппликация,N,аппликация,3,True,False
51,А,апрелень,A,апрель,2,False,False
52,А,апельсинонь,N,апельсиновый,3,False,False
53,А,анциня,"N, anim, hum","нищий, нищенка",14,False,False
54,А,арбитр,"N, anim, hum",арбитр,5,True,False
55,А,Арвитовна,"N, PN, patrn",Арвитовна,3,True,False
56,А,Аристэ,"N, PN, famn",Аристэ,1,True,False
57,А,аритмия,N,аритмия,5,True,False
58,А,арифметика,N,арифметика,1,True,False
59,А,арифметическяй,A,арифметический,1,False,False
60,А,ария,N,ария,2,True,False
61,А,Аркадий,"N, PN, persn",Аркадий,3,True,False
62,А,Аркадьевич,"N, PN, patrn",Аркадьевич,2,True,False
63,А,армада,N,армада,1,True,False
64,А,арматура,N,арматура,4,True,False
65,А,арматурщик,"N, anim, hum",арматурщик,1,True,False
66,А,армеец,"N, anim, hum",армеец,2,True,False
67,А,армейскяй,A,армейский,12,False,False
68,А,Армения,"N, PN, topn",Армения,42,True,False
69,А,армия,N,армия,344,True,False
70,А,армян,"N, anim, hum",армянин,33,False,False
71,А,армянскяй,A,армянский,39,False,False
72,А,арнемат,N,ездить,14,False,False
73,А,арнемс,"V, intr",скачки,14,False,False
75,А,аромат,N,аромат,1,True,False
76,А,ароптомс,"V, tr","освободить, очистить",30,False,False
77,А,Арпад,"N, PN, persn",Арпад,2,True,False
78,А,арсемань,A,думать,21,False,False
79,А,аристократ,"N, anim, hum",аристократ,1,True,False
80,А,Арина,"N, PN, persn",Арина,9,True,False
81,А,арзяня,"N, dim",сундучок,49,False,False
82,А,арзя,N,сундук,39,False,False
83,А,Арво,"N, PN, persn",Арво,5,True,False
84,А,Аргентина,"N, PN, famn",Аргентина,6,True,False
85,А,аргоза,A,старший,5,False,False
86,А,аргумент,N,аргумент,6,True,False
87,А,Ардатов,"N, PN, topn",Ардатов,8,True,False
88,А,Ардатова,"N, PN, topn",Ардатов,19,False,False
89,А,Ардашева,"N, PN, famn",Ардашева,1,True,False
90,А,ардозь,ADV,бежать; ехать,3,False,False
91,А,ардомс,"V, intr","вскачь, бегом",3,False,False
94,А,арбуз,N,арбуз,8,True,False
95,А,ардомс,N,арфа,1,False,False
96,А,аре,"V, intr",пойдём,1,False,False
97,А,Арекаева,"N, PN, famn",Арекаева,1,True,False
98,А,арена,N,арена,68,True,False
99,А,аренда,N,аренда,25,True,False
100,А,арендатор,"N, anim, hum",арендатор,1,True,False
101,А,аренднай,A,арендный,6,False,False
102,А,арендовандамс,"V, tr",арендовать,1,False,False
103,А,аржа,N,зазубрина,3,False,False
104,А,арженя,"N, dim",зазубринка,5,False,False
105,А,Арзамас,"N, PN, topn",Арзамас,4,True,False
106,А,Арзамасская,"N, PN, famn",Арзамасская,10,True,False
107,А,арфа,"V, intr",бежать; ехать,1,False,False
108,А,анцемс,"V, intr",просить милостыню,42,False,False
109,А,Ануфриева,"N, PN, famn",Ануфриева,4,True,False
110,А,Ануфриев,"N, PN, famn",Ануфриев,1,True,False
111,А,Андреевна,"N, PN, patrn",Андреевна,36,True,False
112,А,Андриан,"N, PN, persn",Андриан,1,True,False
113,А,Андрианов,"N, PN, famn",Андрианов,6,True,False
114,А,андроид,N,андроид,1,True,False
115,А,Андронов,"N, PN, famn",Андронов,2,True,False
116,А,Андрюша,"N, PN, persn",Андрюша,2,True,False
117,А,анды,"N, anim, hum",кормилец,8,False,True
118,А,Андю,"N, PN, persn",Андю,1,True,False
119,А,андямс,"V, intr",бездельничать,1,False,False
120,А,анекдот,N,анекдот,5,True,False
121,А,Анелия,"N, PN, persn",Анелия,2,True,False
122,А,анелька,"N, anim, hum","баловень, неженка",2,False,False
123,А,анелямс,"V, tr",угощать,7,False,False
124,А,анемия,N,анемия,4,True,False
125,А,анестезиолог,"N, anim, hum",анестезиолог,1,True,False
126,А,анестезия,N,анестезия,1,True,False
127,А,Анечка,"N, PN, persn",Анечка,4,True,False
128,А,Анжелика,"N, PN, persn",Анжелика,4,True,False
129,А,анзяй,"N, anim, hum",нытик,1,False,False
131,А,анзямс,"V, intr","ныть, капризничать",1,False,False
133,А,Аникин,"N, PN, famn",Аникин,2,True,False
134,А,Андреевка,"N, PN, topn",Андреевка,6,True,False
135,А,Андреевич,"N, PN, patrn",Андреевич,63,True,False
136,А,Андрей,"N, PN, persn",Андрей,1,True,False
137,А,Андреева,"N, PN, famn",Андреева,1,True,False
138,А,Анатолий,"N, PN, persn",Анатолий,171,True,False
139,А,Анатольевич,"N, PN, patrn",Анатольевич,57,True,False
140,А,Анатольевна,"N, PN, patrn",Анатольевна,27,True,False
141,А,Анашкин,"N, PN, famn",Анашкин,1,True,False
142,А,ангел,"N, supernat",ангел,236,True,False
143,А,ангел,A,ангел,3,True,False
144,А,ангелонь,"N, supernat",ангельский,3,False,False
145,А,Ангелина,"N, PN, famn",Ангелина,21,True,False
146,А,ангелня,"N, supernat",ангелок,4,False,False
147,А,ангина,N,ангина,25,True,False
148,А,англа,"N, anim, hum",англичанин,1,False,False
149,А,Аникина,"N, PN, famn",Аникина,22,True,False
150,А,английскяй,A,английский,62,False,False
151,А,Англия,"N, PN, topn",Англия,26,True,False
152,А,ангордамс,"V, tr",царапать,3,False,False
153,А,ангоркс,N,царапина,5,False,False
154,А,Андерсен,"N, PN, famn",Андерсен,1,True,False
155,А,андомс,"V, tr",кормить,189,False,False
156,А,андомс,"N, anim, hum",кормилец,6,False,False
157,А,анды,"V, tr",кормить,6,False,True
158,А,Андраш,"N, PN, persn",Андраш,1,True,False
159,А,Андреев,"N, PN, famn",Андреев,2,True,False
162,А,англичанин,"N, anim, hum",англичанин,1,True,False
163,А,аниматор,"N, anim, hum",аниматор,4,True,False
164,А,Анисимов,"N, PN, famn",Анисимов,2,True,False
165,А,Анисимова,"N, PN, famn",Анисимова,1,True,False
166,А,Аношкин,"N, PN, famn",Аношкин,6,True,False
167,А,ансамбль,N,ансамбль,1047,True,False
168,А,антибиотик,N,антибиотик,23,True,False
169,А,антиквар,"N, anim, hum",антиквар,1,True,False
170,А,Антиохия,"N, PN, topn",Антиохия,27,True,False
171,А,Антипкина,"N, PN, famn",Антипкина,1,True,False
172,А,Антипов,"N, PN, famn",Антипов,2,True,False
173,А,антифашистскяй,A,антифашистский,1,False,False
174,А,антихрист,"N, supernat",антихрист,7,True,False
175,А,античнай,A,античный,4,False,False
176,А,антология,N,антология,13,True,False
177,А,анонимнай,A,анонимный,2,False,False
178,А,Антон,"N, PN, persn",Антон,46,True,False
179,А,антоним,N,антоним,1,True,False
180,А,Антонина,"N, PN, persn",Антонина,20,True,False
181,А,Антонов,"N, PN, famn",Антонов,10,True,False
182,А,Антонова,"N, PN, famn",Антонова,20,True,False
183,А,Антонович,"N, PN, patrn",Антонович,10,True,False
184,А,антоновка,N,антоновка,1,True,False
185,А,Антоновна,"N, PN, patrn",Антоновна,3,True,False
186,А,Антропова,"N, PN, famn",Антропова,1,True,False
187,А,антрополог,"N, anim, hum",антрополог,12,True,False
188,А,антропологическяй,A,антропологический,1,False,False
189,А,антропология,N,антропология,6,True,False
190,А,Антонида,"N, PN, persn",Антонида,1,True,False
191,А,арьсемс,"V, tr",мыслительный,21,False,False
192,А,анокши,N,готовность,12,False,False
193,А,аноклафста,"V, tr",наготове,12,False,False
194,А,Анисимович,"N, PN, patrn",Анисимович,5,True,False
195,А,Анисия,"N, PN, persn",Анисия,6,True,False
196,А,Анисья,"N, PN, persn",Анисья,3,True,False
197,А,анкета,N,анкета,12,True,False
198,А,анкетирования,N,анкетирование,12,False,False
199,А,Анна,"N, PN, persn",Анна,378,True,False
200,А,Анненков,"N, PN, famn",Анненков,1,True,False
201,А,анок,A,"готовый, завершённый",268,False,False
203,А,анока,N,"то же, что аноконь кельги",58,False,False
205,А,аноконя,"A, dim",готовенький,1,False,False
206,А,анока,ADV,"раньше времени, заранее",10,False,False
209,А,анокс,N,"то же, что аноконь кельги",2,False,False
212,А,анокста,N,"то же, что аноконь кельги",2,False,False
213,А,аноклай,"N, anim, hum",создатель,40,False,False
215,А,анокламс,"V, tr",создатель,108,False,False
217,А,анокламс,ADV,"готовить, готовиться",12,False,False
218,А,аноконди,N,"то же, что аноконь кельги",10,False,True
219,А,арсемс,"V, tr",становиться,474,False,False
220,А,арсемс,A,ровный,1,False,False
221,А,арся,"V, tr",становиться,1,False,False
222,А,атямъёнга,N,радуга,2,False,False
223,А,атянь,A,"стариковский, старческий",2,False,False
224,А,атянь-авань,A,родительский,17,False,False
225,А,атяпине,"N, anim",кобель,2,False,False
226,А,атят-бабат,"N, anim, hum",старик со старухой,3,False,False
227,А,Атяшева,"N, PN, famn",Атяшева,32,True,False
228,А,Атяшево,"N, PN, topn",Атяшево,2,True,False
229,А,атёкш,"N, anim",петух,30,False,False
230,А,аудио,N,аудио,8,True,False
231,А,аудиодиск,N,аудиодиск,3,True,False
232,А,аудиозапись,N,аудиозапись,4,True,False
233,А,аудиокассета,N,аудиокассета,1,True,False
234,А,аудиокнига,N,аудиокнига,2,True,False
235,А,аудиоматериал,N,аудиоматериал,2,True,False
236,А,аудитория,N,аудитория,27,True,False
237,А,аукцион,N,аукцион,7,True,False
238,А,аул,N,аул,3,True,False
239,А,аф,V,не,23107,False,False
240,А,Афанасий,"N, PN, persn",Афанасий,3,True,False
241,А,Афанасьева,"N, PN, famn",Афанасьева,3,True,False
242,А,Афанасьевич,"N, PN, patrn",Афанасьевич,33,True,False
243,А,Афанасьевна,"N, PN, patrn",Афанасьевна,2,True,False
244,А,афганец,"N, anim, hum",афганец,8,True,False
245,А,атямор,"N, anim, hum",старик,1,False,False
246,А,атямаци,"N, anim",гусак,1,False,True
247,А,атямонь,N,громовой,7,False,False
248,А,атям,A,гром,7,False,False
249,А,атлас,N,атлас,1,True,False
250,А,Атласова,"N, PN, famn",Атласова,15,True,False
251,А,атлет,"N, anim, hum",атлет,7,True,False
252,А,атлетика,N,атлетика,189,True,False
253,А,атмосфера,N,атмосфера,30,True,False
254,А,атнай,A,"малый, маленький",4,False,False
255,А,атнайня,"A, dim",маленький,10,False,False
256,А,атомнай,A,атомный,12,False,False
257,А,атрибут,N,атрибут,1,True,False
258,А,аттестат,N,аттестат,5,True,False
259,А,аттестация,N,аттестация,11,True,False
260,А,Афганистан,"N, PN, topn",Афганистан,45,True,False
261,А,аттракцион,N,аттракцион,13,True,False
262,А,Атюрьевскяй,"A, topn",Атюрьевский,344,False,False
263,А,атя,"N, anim, hum",старик,487,False,False
264,А,атя,A,старик,126,False,False
265,А,атянь,"N, anim, hum","стариковский, старческий",126,False,False
266,А,атявозь,"N, anim, hum",свёкор,14,False,False
267,А,атяката,"N, anim",кот,2,False,False
268,А,атякш,"N, anim",петух,26,False,False
270,А,атякшкя,"N, dim, anim",петушок,1,False,False
272,А,атям,N,гром,38,False,False
273,А,Атюрьева,"N, PN, famn",Атюрьева,12,True,False
274,А,афи,PART,"и не, даже не",296,False,False
275,А,Афины,"N, PN, topn",Афины,5,True,True
276,А,афиша,N,афиша,5,True,False
277,А,аш,V,"не, нет",4510,False,False
278,А,Ашаева,"N, PN, famn",Ашаева,1,True,False
279,А,ашка,N,хомут,5,False,False
280,А,ашкодомс,"V, tr",завернуть,67,False,False
282,А,ашкордамс,"V, tr",обернуть,10,False,False
283,А,ашкоркс,N,свёрток,10,False,False
284,А,ашкорямс,"V, tr","наматывать, заворачивать",11,False,False
285,А,ашу,A,бедный,184,False,False
287,А,ашуста,ADV,бедный,10,False,False
288,А,ацергодомс,"V, intr",расстроиться,11,False,False
289,А,ашулгодомс,"V, intr",обеднеть,1,False,False
290,А,ащек,INTRJ,"быть, находиться; сидеть",4,False,False
291,А,ащемс,"V, intr",погоди,4,False,False
293,А,ащемс,ADV,"быть, находиться; сидеть",703,False,False
294,А,ащи,"V, intr",ладно,703,False,True
295,А,аэробика,N,аэробика,1,True,False
296,А,аэровокзал,N,аэровокзал,6,True,False
297,А,аэродром,N,аэродром,24,True,False
298,А,аэроклуб,N,аэроклуб,6,True,False
299,А,аэропорт,N,аэропорт,64,True,False
300,А,аяш,PREDIC,нет,12,False,False
301,А,ашуши,N,"бедность, скудность",44,False,False
302,А,Атлантика,"N, PN, topn",Атлантика,1,True,False
304,А,ацергодозь,ADV,расстроиться,1,False,False
305,А,афкукс,ADV,"в самом деле, действительно",469,False,False
306,А,афкуксонь,A,"действительный, настоящий",707,False,False
307,А,Афонин,"N, PN, famn",Афонин,2,True,False
308,А,афоризма,N,афоризм,4,False,False
309,А,афпаркс,N,тяжёлая болезнь,2,False,False
310,А,Африка,"N, PN, topn",Африка,14,True,False
311,А,африканец,"N, anim, hum",африканец,1,True,False
312,А,афсатыкс,N,недостаток,113,False,False
313,А,афтерькс,"N, anim, hum","негодяй, мерзавец",17,False,False
314,А,афток,CONJ,"или, иначе",6,False,False
315,А,афтомс,"V, tr",поставить; хлестнуть,6,False,False
317,А,АФУН,N,АФУН,13,True,False
318,А,аффриката,N,аффриката,1,True,False
319,А,ах,INTRJ,ах,18,True,False
320,А,Ахаия,"N, PN, topn",Ахаия,11,True,False
321,А,Ахматова,"N, PN, famn",Ахматова,1,True,False
322,А,ахстомс,"V, intr",ахнуть,1,False,False
323,А,ацам,N,"тюфяк, перина",29,False,False
325,А,ацамс,"V, tr","тюфяк, перина",6,False,False
327,А,ацендемс,"V, intr",успокоиться,2,False,False
328,А,ацер,IMIT,ацер молемс -- разрываться (о сердце),2,False,False
329,А,аффиксоид,N,аффиксоид,3,True,False
330,А,Анастасия,"N, PN, persn",Анастасия,115,True,False
331,А,Аткарск,"N, PN, topn",Аткарск,1,True,False
332,А,Атитанова,"N, PN, famn",Атитанова,1,True,False
333,А,аруста,ADV,"чистый, прозрачный",8,False,False
334,А,аруня,"A, dim",чистенький,5,False,False
335,А,аруши,N,чистота,142,False,False
336,А,аруямс,"V, intr","очиститься, освободиться",138,False,False
337,А,арфа,N,арфа,6,True,False
338,А,архаизма,N,архаизм,1,False,False
339,А,архангел,"N, supernat",архангел,8,True,False
340,А,Архангельск,"N, PN, topn",Архангельск,1,True,False
341,А,археолог,"N, anim, hum",археолог,14,True,False
342,А,археологическяй,A,археологический,13,False,False
343,А,археология,N,археология,28,True,False
344,А,архив,N,архив,129,True,False
345,А,архивист,"N, anim, hum",архивист,4,True,False
346,А,архивнай,A,архивный,83,False,False
347,А,архиепископ,"N, anim, hum",архиепископ,10,True,False
348,А,архиерей,"N, anim, hum",архиерей,6,True,False
349,А,Архипов,"N, PN, famn",Архипов,1,True,False
350,А,Архипова,"N, PN, famn",Архипова,5,True,False
351,А,Архипович,"N, PN, patrn",Архипович,1,True,False
352,А,архитектор,"N, anim, hum",архитектор,23,True,False
353,А,архитектура,N,архитектура,47,True,False
354,А,архитектурнай,A,архитектурный,25,False,False
355,А,архитектурно-строительнай,A,архитектурно-строительный,22,False,False
356,А,ару,A,чисто,8,False,False
358,А,Артёмов,"N, PN, famn",Артёмов,4,True,False
359,А,Артём,"N, PN, persn",Артём,33,True,False
360,А,Арсений,"N, PN, persn",Арсений,4,True,False
361,А,Арсентьев,"N, PN, famn",Арсентьев,5,True,False
362,А,Арсентьевна,"N, PN, patrn",Арсентьевна,1,True,False
363,А,арсикс,A,осмотрительный,1,False,False
365,А,арьси,"N, anim, hum",рассудительный; создатель,1,False,True
366,А,арся,A,ровный,2,False,False
367,А,арт-кафе,N,арт-кафе,1,True,False
368,А,арт-салон,N,арт-салон,13,True,False
369,А,Артамонова,"N, PN, famn",Артамонова,1,True,False
370,А,артезианскяй,A,артезианский,1,False,False
371,А,архт,"V, intr","иди, ступай",36,False,False
372,А,Артек,"N, PN",Артек,3,True,False
373,А,артель,N,артельный,3,False,False
375,А,Артемида,"N, PN, persn",Артемида,6,True,False
376,А,артерия,"N, body",артерия,1,True,False
377,А,артиллерийскяй,A,артиллерийскяй,20,True,False
378,А,артиллерист,"N, anim, hum",артиллерист,11,True,False
379,А,артиллерия,N,артиллерия,11,True,False
380,А,артист,"N, anim, hum",артист,527,True,False
381,А,артистическяй,A,артистический,4,False,False
382,А,артистка,"N, anim, hum",артистка,225,True,False
383,А,Артур,"N, PN, persn",Артур,10,True,False
384,А,артелень,A,артель,3,False,False
385,А,архтомс,"V, tr",покрасить; кастрировать,36,False,False
387,А,аршин,N,аршин,3,True,False
388,А,астероид,N,астероид,2,True,False
389,А,астма,N,астма,11,True,False
390,А,Астрахань,"N, PN, topn",Астрахань,19,True,False
391,А,астролог,"N, anim, hum",астролог,5,True,False
392,А,астрология,N,астрология,7,True,False
393,А,астроном,"N, anim, hum",астроном,1,True,False
394,А,астрономическяй,A,астрономический,1,False,False
395,А,астрономия,N,астрономия,6,True,False
396,А,асу,N,"польза, выгода",300,False,True
397,А,асфальт,N,асфальт,62,True,False
398,А,асфальтировандамс,"V, tr",асфальтировать,5,False,False
399,А,Асташкина,"N, PN, famn",Асташкина,7,True,False
400,А,аськолдамс,"V, intr",шагнуть,41,False,False
401,А,аськолкс,N,шаг,1,False,False
402,А,аськолкскя,"N, dim",шажок,1,False,False
404,А,аськолма,N,шаг,1,False,False
405,А,аськолямс,"V, intr",шагать; прошить,180,False,False
406,А,атака,N,атака,49,True,False
407,А,атаковандамс,"V, tr",атаковать,3,False,False
408,А,атаман,"N, anim, hum",атаман,3,True,False
409,А,атеистическяй,A,атеистический,1,False,False
410,А,ателье,N,ателье,8,True,False
411,А,Атерь,"N, PN, topn",Атюрьево,369,False,False
413,А,атказамс,"V, intr",отказать,182,False,False
414,А,Асташкин,"N, PN, famn",Асташкин,3,True,False
415,А,Астахов,"N, PN, famn",Астахов,3,True,False
416,А,арьсезь,ADV,"вдумчиво, рассудительно, обдуманно",36,False,False
418,А,арьсемат-мяльхть,N,"мысли, мечты, грёзы",1,False,False
420,А,арьсемс,ADV,думать,1,False,False
421,А,арьсефста,"V, tr",обдуманно,1,False,False
422,А,арьсемс,"N, anim, hum",думать,172,False,False
423,А,арьси,"V, tr",рассудительный; создатель,172,False,True
424,А,арьсефкс,N,небылица; умысел,2,False,False
426,А,аряда,"V, intr","идёмте, пойдёмте",12,False,False
427,А,Асташин,"N, PN, famn",Асташин,1,True,False
428,А,Асия,"N, PN, persn",Асия,21,True,False
429,А,аспирант,"N, anim, hum",аспирант,58,True,False
430,А,аспирантура,N,аспирантура,44,True,False
431,А,аспирин,N,аспирин,8,True,False
432,А,ассамблея,N,ассамблея,35,True,False
433,А,ассимиляция,N,ассимиляция,19,True,False
434,А,ассистент,"N, anim, hum",ассистент,5,True,False
435,А,ассортимент,N,ассортимент,14,True,False
436,А,ассоциация,N,ассоциация,283,True,False
437,А,АССР,N,АССР,73,True,False
438,А,Астайкин,"N, PN, famn",Астайкин,3,True,False
439,А,Астана,"N, PN, topn",Астана,1,True,False
440,А,аспект,N,аспект,8,True,False
441,А,анархия,N,анархия,1,True,False
443,А,Анания,"N, PN, persn",Анания,14,True,False
444,А,ага,PART,ага,4,True,False
445,А,Агата,"N, PN, persn",Агата,13,True,False
446,А,Агафья,"N, PN, persn",Агафья,21,True,False
447,А,Агеев,"N, PN, famn",Агеев,2,True,False
448,А,Агеева,"N, PN, famn",Агеева,7,True,False
449,А,Агейкин,"N, PN, famn",Агейкин,3,True,False
450,А,агент,"N, anim, hum",агент,9,True,False
451,А,агентства,N,агенство,69,False,False
452,А,агитатор,"N, anim, hum",агитатор,1,True,False
453,А,агитационнай,A,агитационный,9,False,False
454,А,агитация,N,агитация,12,True,False
455,А,агитбригада,N,агитбригада,6,True,False
456,А,аграрий,"N, anim, hum",аграрий,27,True,False
457,А,аграрнай,A,"аграрный, земельный",107,False,False
458,А,Аграфена,"N, PN, persn",Аграфена,3,True,False
459,А,агрегат,N,агрегат,5,True,False
460,А,агрессивнай,A,агрессивный,1,False,False
461,А,агрессор,"N, anim, hum","агрессор, захватчик",3,False,False
462,А,Агро,"N, PN",Агро,26,True,False
463,А,агрокомплекс,N,агрокомплекс,2,True,False
464,А,агроном,"N, anim, hum",агроном,53,True,False
465,А,агрономическяй,A,агрономический,2,False,False
466,А,агрономия,N,агрономия,3,True,False
467,А,автошкола,N,автошкола,1,True,False
468,А,автоцистерна,"N, transport",автоцистерна,1,True,False
469,А,автотранспортнай,A,автотранспортный,3,False,False
470,А,автотранспорт,"N, transport",автотранспорт,8,True,False
471,А,автомат,N,автомат,19,True,False
472,А,автоматизация,N,автоматизация,2,True,False
473,А,автоматизировандамс,"V, tr",автоматизировать,6,False,False
474,А,автоматика,N,автоматика,2,True,False
475,А,автоматчик,"N, anim, hum",автоматчик,5,True,False
476,А,автомашина,"N, transport",автомашина,24,True,False
477,А,автомеханик,"N, anim, hum",автомеханик,3,True,False
478,А,автомобилестроения,N,автомобилестроение,2,False,False
479,А,автомобилист,"N, anim, hum",автомобилист,4,True,False
480,А,автомобиль,"N, transport",автомобиль,53,True,False
481,А,автомобильнай,A,автомобильный,56,False,False
482,А,агропром,N,агропром,2,True,False
483,А,автомойка,N,автомойка,1,True,False
484,А,автономнай,A,автономный,67,False,False
485,А,автопарк,N,автопарк,8,True,False
486,А,автопоезд,"N, transport",автопоезд,12,True,False
487,А,автопробег,N,автопробег,8,True,False
488,А,автор,"N, anim, hum",автор,288,True,False
489,А,авторитет,N,авторитет,107,True,False
490,А,авторитетнай,A,авторитетный,12,False,False
491,А,авторскяй,A,авторский,51,False,False
492,А,автосалон,N,автосалон,1,True,False
493,А,автостанция,N,автостанция,5,True,False
494,А,автостоянка,N,автостоянка,2,True,False
495,А,автономия,N,автономия,207,True,False
496,А,агропромышленнай,A,агропромышленный,88,False,False
497,А,агротехника,N,агротехника,2,True,False
498,А,агротехническяй,A,агротехнический,6,False,False
499,А,аердомс,"V, intr",отойти,54,False,False
500,А,аеркс,A,"противный, неприятный",37,False,False
501,А,ажаня,"N, dim, anim, hum",дитятко,1,False,False
502,А,ажия,N,оглобля,4,False,False
503,А,азартнай,A,азартный,1,False,False
504,А,Азат,"N, PN, persn",Азат,40,True,False
505,А,азомс,"V, tr",сказать,40,False,False
506,А,азбука,N,азбука,13,True,False
507,А,аздомс,"V, intr",бездельничать,627,False,False
509,А,азербайджан,"N, anim, hum",азербайджанец,20,False,False
510,А,аердомс,"V, tr",отойти,2,False,False
511,А,азербайджанец,"N, anim, hum",азербайджанец,18,True,False
512,А,Азимов,"N, PN, famn",Азимов,1,True,False
513,А,Азия,"N, PN, topn",Азия,24,True,False
514,А,азкс,N,рассказ,272,False,False
515,А,азкскя,"N, dim",рассказик,9,False,False
517,А,азондомс,"V, tr",объяснить,1,False,False
518,А,азор,"N, anim, hum",хозяин,1086,False,False
519,А,азор,A,хозяин,17,False,False
520,А,азоронь,"N, anim, hum",хозяйский,17,False,False
522,А,азорфтома,"N, anim, hum",хозяин,3,False,False
523,А,азербайджанскяй,A,азербайджанский,14,False,False
524,А,автоколонна,N,автоколонна,4,True,False
525,А,аердамс,"V, intr",оскорбить,2,False,False
526,А,Адыгея,"N, PN, topn",Адыгея,4,True,False
527,А,агрофирма,N,агрофирма,70,True,False
528,А,агрохимия,N,агрохимия,1,True,False
529,А,агрохолдинг,N,агрохолдинг,15,True,False
530,А,ад,N,ад,57,True,False
531,А,Адам,"N, PN, persn",Адам,18,True,False
532,А,Адамов,"N, PN, famn",Адамов,5,True,False
533,А,адаптация,N,адаптация,3,True,False
534,А,Адашева,"N, PN, famn",Адашева,5,True,False
535,А,адвокат,"N, anim, hum",адвокат,14,True,False
536,А,аделамс,"V, tr",завершить,858,False,False
537,А,Аделина,"N, PN, persn",Аделина,2,True,False
538,А,аердамс,"V, tr",оскорбить,21,False,False
539,А,Адлер,"N, PN, topn",Адлер,3,True,False
540,А,администратор,"N, anim, hum",администратор,12,True,False
541,А,администрация,N,администрация,655,True,False
542,А,адмирал,"N, anim, hum",адмирал,25,True,False
543,А,Адо,N,Адо,7,True,False
544,А,ад,"N, PN, persn",ад,7,True,False
545,А,адрес,N,адрес,52,True,False
546,А,адреснай,A,адресный,7,False,False
547,А,Адушкин,"N, PN, famn",Адушкин,1,True,False
548,А,адъютант,"N, anim, hum",адъютант,1,True,False
549,А,адыг,"N, anim, hum",адыг,1,True,False
550,А,Анапа,"N, PN, topn",Анапа,6,True,False
551,А,административнай,A,административный,93,False,False
552,А,азорава,"N, anim, hum",хозяйка,87,False,False
553,А,автоинспектор,"N, anim, hum",автоинспектор,1,True,False
554,А,Автодор,"N, PN",Автодор,1,True,False
555,А,абхазец,"N, anim, hum",абхазец,1,True,False
556,А,Абхазия,"N, PN, topn",Абхазия,11,True,False
557,А,ава,"N, anim, hum",женщина,1360,False,False
558,А,ава,A,женский,126,False,False
559,А,авань,"N, anim, hum",женщина,126,False,False
560,А,авакш,"N, anim",самка,1,False,False
561,А,авакшкя,"N, dim, anim",самочка,1,False,False
562,А,Авакша,"N, PN, persn",Авакша,1,True,False
564,А,авамаци,"N, anim",гусыня,2,False,True
565,А,Авангард,N,Авангард,5,True,False
566,А,авангард,"N, PN",авангард,5,True,False
567,А,авангарднай,A,авангардный,1,False,False
568,А,аванс,N,аванс,2,True,False
569,А,авантюра,N,авантюра,2,True,False
570,А,авантюрист,"N, anim, hum",авантюрист,3,True,False
571,А,авань,A,женский,6,False,False
573,А,аваня,"N, dim, anim, hum",женщина,3,False,False
575,А,авар,"N, anim, hum","авар, аварец",1,False,False
576,А,авардезь,ADV,плакать,7,False,False
577,А,авардемс,"V, intr",со слезами,7,False,False
578,А,абстрактнай,A,абстрактный,1,False,False
