,chapter,lemma,grammar,word_th_trans_en,freq,loan,hg_context
12148,С,сель,N,плюнуть,1,False,False
12150,С,село,N,село,4,True,False
12151,С,Селища,"N, PN, topn",Селища,23,True,False
12152,С,селитра,N,селитра,5,True,False
12153,С,Селигер,"N, PN, topn",Селигер,10,True,False
12154,С,селения,N,селение,1,False,False
12155,С,селен,N,селен,1,True,False
12157,С,селекция,N,селекция,1,True,False
12158,С,селекционер,"N, anim, hum",селекционер,3,True,False
12159,С,секция,N,секция,179,True,False
12160,С,секционнай,A,секционный,3,False,False
12161,С,секундомер,N,секундомер,1,True,False
12162,С,секунданя,"N, dim",секундочка,1,False,False
12163,С,секунда,N,секунда,1,True,False
12165,С,секунд,"N, time_meas",секунда,1,False,False
12166,С,сектор,N,сектор,66,True,False
12167,С,сектант,N,сектант,1,True,False
12168,С,селекционнай,A,селекционный,1,False,False
12171,С,сельгоня,"N, dim",слюнка,1,False,False
12172,С,сельхозтехника,N,сельхозтехника,6,True,False
12173,С,сельхозпродукция,N,сельхозпродукция,1,True,False
12174,С,сельхозпредприятия,N,сельхозпредприятие,4,False,False
12175,С,сельхозмашина,"N, transport",сельхозмашина,1,True,False
12176,С,сельхозартель,N,сельхозартель,1,True,False
12177,С,сельсовет,N,сельсовет,12,True,False
12178,С,сельскохозяйственнай,A,сельскохозяйственный,8,False,False
12179,С,сельпо,N,сельпо,2,True,False
12180,С,сельмужа,"N, body",уголок глаза,1,False,False
12181,С,сельмопона,"N, body",ресница,4,False,False
12182,С,сельмоня,"N, dim, body",глазик,8,False,False
12183,С,сельмомарь,"N, body",глазное яблоко,4,False,False
12184,С,сельмокаба,"N, body",бровь,7,False,False
12185,С,сельмодемс,"V, intr",завидовать; сглазить,22,False,False
12186,С,сельмовий,N,зрение,1,False,False
12187,С,сельмоведь,N,слеза,135,False,False
12188,С,сельмоведня,"N, dim",слёзка,4,False,False
12189,С,сельмоведеньбачк,ADV,сквозь слёзы,6,False,False
12190,С,сельмованф,N,взгляд,132,False,False
12191,С,сельмованомат,N,очки,7,False,False
12192,С,сельме,"N, body",глаз,789,False,False
12193,С,селькор,"N, anim, hum",селькор,9,True,False
12194,С,сельдерей,N,сельдерей,10,True,False
12195,С,селянка,N,селянка,3,True,False
12197,С,Сбербанк,N,Сбербанк,8,True,False
12198,С,Саша,"N, PN, persn",Саша,110,True,False
12199,С,Саломия,"N, PN, persn",Саломия,2,True,False
12200,С,салня,"N, dim",соль,2,False,False
12201,С,Салмон,"N, PN, persn",Салмон,4,True,False
12202,С,салмокскя,"N, dim",иголка,1,False,False
12203,С,салмокс,N,игла,59,False,False
12204,С,салма,N,клёцки,5,False,False
12205,С,Салихов,"N, PN, famn",Салихов,1,True,False
12206,С,Саликович,"N, PN, patrn",Саликович,1,True,False
12207,С,салдоркс,N,солонка,9,False,False
12208,С,салат,N,салат,20,True,False
12209,С,салон,N,салон,23,True,False
12210,С,саламс,"V, tr",украсть,183,False,False
12212,С,салай,"N, anim, hum",вор,205,False,False
12214,С,салазь-колазь,ADV,"украдкой, воровски",2,False,False
12215,С,салавань,A,тайный,18,False,False
12217,С,салава,ADV,тихо; тайно,26,False,False
12219,С,сала,N,сало,36,False,False
12220,С,самс,"V, intr",соль,2,False,False
12221,С,сок,A,сок,1,True,False
12222,С,Салтыков,"N, PN, famn",Салтыков,2,True,False
12223,С,Салтыкова,"N, PN, famn",Салтыкова,1,True,False
12224,С,салу,A,солёный,8,False,False
12225,С,саммит,N,саммит,4,True,False
12226,С,Самвел,"N, PN, persn",Самвел,3,True,False
12227,С,самбо,N,самбо,6,True,False
12228,С,самбист,"N, anim, hum",самбист,1,True,False
12229,С,Самарскяй,"A, topn",Самарский,300,False,False
12230,С,Самарова,"N, PN, famn",Самарова,3,True,False
12231,С,Самаркина,"N, PN, famn",Самаркина,4,True,False
12232,С,Самаркин,"N, PN, famn",Самаркин,1,True,False
12233,С,Самария,"N, PN, topn",Самария,30,True,False
12234,С,Самара,"N, PN, topn",Самара,162,True,False
12235,С,Самар,"N, PN, topn",Самара,3,False,False
12237,С,саманка,N,прийти,1,False,False
12239,С,саман,N,прийти,34,False,False
12241,С,самай,A,самый,135,False,False
12242,С,салют,N,салют,35,True,False
12243,С,Сальникова,"N, PN, famn",Сальникова,3,True,False
12244,С,Сальников,"N, PN, famn",Сальников,1,True,False
12245,С,салыямс,"V, intr",засолиться,1,False,False
12247,С,салфетка,N,салфетка,10,True,False
12248,С,сал,N,прийти,2,False,False
12249,С,самовар,N,самовар,3,True,False
12250,С,салфтома,N,соль,1,False,False
12251,С,салу,N,солёный,16,False,True
12252,С,сатнемс,"V, tr",сад,21,False,False
12253,С,сан,"N, body","жила, сухожилие",21,False,False
12254,С,сад,N,достигать,21,False,False
12258,С,Савченко,"N, PN, famn",Савченко,1,True,False
12259,С,савор,A,"тихий, медленный",40,False,False
12260,С,савол,N,мошкара,11,False,False
12261,С,Савл,"N, PN, persn",Савл,31,True,False
12263,С,Савинова,"N, PN, famn",Савинова,2,True,False
12265,С,сави,PREDIC,"надо, нужно",113,False,False
12266,С,Савельевич,"N, PN, patrn",Савельевич,1,True,False
12267,С,Савельев,"N, PN, famn",Савельев,6,True,False
12268,С,Саваоф,"N, PN",Саваоф,2,True,False
12269,С,сабля,N,сабля,1,True,False
12270,С,Сабитович,"N, PN, patrn",Сабитович,1,True,False
12271,С,сабантуй,N,сабантуй,3,True,False
12272,С,Саарикиви,"N, PN, famn",Саарикиви,1,True,True
12273,С,саам,"N, anim, hum",саам,1,True,False
12274,С,Савин,"N, PN, famn",Савин,8,True,False
12276,С,сатомс,"V, tr",сад,56,False,False
12277,С,садик,N,садик,154,True,False
12278,С,сал,A,соль,16,False,False
12280,С,саксофон,N,саксофон,3,True,False
12281,С,Сакович,"N, PN, famn",Сакович,1,True,False
12282,С,сакалу,A,бородатый,1,False,False
12283,С,сакалня,"N, dim, body",бородка,1,False,False
12284,С,сакалу,"N, body",бородатый,1,False,True
12285,С,сакал,A,борода,1,False,False
12286,С,сакал,"N, body",борода,21,False,False
12287,С,сайт,N,сайт,137,True,False
12288,С,Саитов,"N, PN, famn",Саитов,1,True,False
12289,С,сазорня,"N, dim, anim, hum",младшая сестричка,29,False,False
12290,С,сазор,"N, anim, hum",младшая сестра,210,False,False
12292,С,сазан,"N, anim",прийти,2,False,False
12294,С,саженец,N,саженец,6,True,False
12295,С,садок,N,садок,2,True,False
12296,С,садоводческяй,A,садоводческий,2,False,False
12297,С,садоводонь,"N, anim, hum",садоводческий,1,False,False
12298,С,садовод,A,садовод,1,True,False
12299,С,садовод,"N, anim, hum",садовод,9,True,False
12300,С,садня,"N, dim",садик,3,False,False
12302,С,Сашка,"N, PN, persn",Сашка,1,True,False
12303,С,самогон,N,самогон,3,True,False
12304,С,самодеятельнай,A,самодеятельный,90,False,False
12305,С,сардоня,A,заноза,1,False,False
12306,С,сардоня,"N, dim",заноза,19,False,False
12307,С,сардоникс,N,сардоникс,1,True,False
12308,С,сарда,N,заноза,2,False,False
12309,С,Сарафанов,"N, PN, famn",Сарафанов,3,True,False
12310,С,сарафан,N,сарафан,5,True,False
12311,С,Саратова,"N, PN, famn",Саратова,23,True,False
12312,С,Саратов,"N, PN, topn",Саратов,53,True,False
12313,С,сараскя,"N, dim, anim",курочка,6,False,False
12314,С,Сарапул,"N, PN, topn",Сарапул,1,True,False
12315,С,сардонянь,"N, dim",спичечный,1,False,False
12316,С,саранча,"N, anim",саранча,6,True,False
12317,С,Саранской,"N, PN, topn",Саранск,5,False,False
12318,С,Саранск,"N, PN, topn",Саранск,1187,True,False
12319,С,Саран,"N, PN, topn",Саранск,3,False,False
12320,С,сарай,N,сарай,9,True,False
12322,С,сараз,"N, anim",курица,1,False,False
12323,С,саразонь,"N, anim",курица,36,False,False
12324,С,сараз,A,куриный,36,False,False
12326,С,сарай,"N, PN, famn",сарай,3,True,False
12327,С,Саранскяй,"N, PN, topn",Саранск,2672,False,False
12328,С,Саров,"N, PN, famn",Саров,17,True,False
12329,С,Саровский,"N, PN, famn",Саровский,3,True,False
12330,С,Сарра,"N, PN, persn",Сарра,6,True,False
12331,С,Сахаров,"N, PN, famn",Сахаров,3,True,False
12332,С,сахарнай,A,сахарный,58,False,False
12333,С,сахар,N,сахар,84,True,False
12334,С,Сахалин,"N, PN, topn",Сахалин,11,True,False
12335,С,сафьян,N,сафьян,1,True,False
12336,С,Сафронов,"N, PN, famn",Сафронов,5,True,False
12337,С,Сафонов,"N, PN, famn",Сафонов,2,True,False
12338,С,сауна,N,сауна,2,True,False
12339,С,сатфкс,N,"достижение, успех",939,False,False
12340,С,сатомшка,A,достижимый,6,False,False
12341,С,саты,"V, tr",догнать,59,False,True
12342,С,сатомс,PART,"довольно, хватит",59,False,False
12343,С,сатфкс,"V, tr","достижение, успех",266,False,False
12344,С,сатомс,N,догнать,266,False,False
12347,С,сатовикс,A,догнать,1,False,False
12350,С,сатирическяй,A,сатирический,3,False,False
12351,С,сатирик,"N, anim, hum",сатирик,8,True,False
12352,С,сатира,N,сатира,4,True,False
12353,С,сатана,"N, supernat",сатана,43,True,False
12354,С,Сараева,N,Сараева,3,True,False
12355,С,самогонка,N,самогон,7,False,False
12356,С,Сараева,"N, PN, famn",Сараева,2,True,False
12357,С,Сара,"N, PN, persn",Сара,1,True,False
12359,С,самурай,"N, anim, hum",самурай,3,True,False
12360,С,Самсон,"N, PN, persn",Самсон,2,True,False
12363,С,сасамс,"V, tr",прийти,1,False,False
12365,С,сан,"V, intr",прийти,7,False,False
12366,С,самс,"N, body","жила, сухожилие",7,False,False
12368,С,санаторий,N,санаторий,22,True,False
12370,С,самоуправления,N,самоуправление,57,False,False
12371,С,самостоятельнай,A,самостоятельный,15,False,False
12372,С,самостоятельна,ADV,самостоятельно,1,False,False
12373,С,самосознания,N,самосознание,139,False,False
12374,С,самосвал,"N, transport",самосвал,1,True,False
12375,С,самоопределения,N,самоопределение,3,False,False
12376,С,самообслуживания,N,самообслуживание,5,False,False
12377,С,самолёт,"N, transport",самолёт,14,True,False
12378,С,Самойлова,"N, PN, famn",Самойлова,1,True,False
12379,С,самодеятельность,N,самодеятельность,64,True,False
12380,С,самоходка,"N, transport",самоходка,6,True,False
12381,С,санатория,N,санаторий,18,False,False
12382,С,санбат,N,санбат,1,True,False
12383,С,сандалия,N,сандалия,5,True,False
12385,С,сапфир,N,сапфир,1,True,False
12386,С,сапоня,N,фартук; халат,6,False,False
12387,С,сапонь,N,мыло,18,False,False
12388,С,сапожник,"N, anim, hum",сапожник,1,True,False
12390,С,Санька,"N, PN, persn",Санька,1,True,False
12392,С,Санчелеева,"N, PN, famn",Санчелеева,1,True,False
12393,С,сану,A,"жилистый; вязкий, тягучий; мускулистый",1,False,False
12394,С,сантиметра,N,сантиметр,125,False,False
12395,С,сантехника,"N, anim, hum",сантехника,1,True,False
12396,С,сантехник,N,сантехник,1,True,False
12397,С,сантехник,"N, anim, hum",сантехник,1,True,False
12398,С,санкция,N,санкция,25,True,False
12399,С,Санкт-Петербург,"N, PN, topn",Санкт-Петербург,241,True,False
12400,С,санитарнай,A,санитарный,10,False,False
12401,С,санитарка,"N, anim, hum",санитарка,5,True,False
12402,С,санитар,"N, anim, hum",санитар,4,True,False
12403,С,Сандра,"N, PN, persn",Сандра; Александр,2,False,False
12404,С,сандорня,"N, dim, body",хрящик,1,False,False
12405,С,сандор,"N, body",хрящ,2,False,False
12406,С,сандалнай,A,алый,2,False,False
12408,С,Сергей,"N, PN, persn",Сергей,1,True,False
12409,С,солярка,N,солярка,1,True,False
12410,С,Сергеевна,"N, PN, patrn",Сергеевна,63,True,False
12411,С,случайна,ADV,случайно,18,False,False
12412,С,случай,N,случай,136,True,False
12413,С,слух,N,слух,1,True,False
12414,С,служебнай,A,служебный,28,False,False
12415,С,службань,N,служебный,61,False,False
12416,С,служба,A,служба,61,True,False
12417,С,служба,N,служба,263,True,False
12418,С,служащай,"N, anim, hum",служащий,22,False,False
12419,С,служамс,"V, intr",служить,269,False,False
12420,С,слуга,"N, anim, hum",слуга,2,True,False
12421,С,случайнай,A,случайный,6,False,False
12422,С,слононь,"N, anim",слоновый,1,False,False
12423,С,слон,"N, anim",слон,3,True,False
12424,С,слой,N,слой,42,True,False
12425,С,сложнай,A,сложный,22,False,False
12426,С,слогонь-слогонь,ADV,по слогам,1,False,False
12427,С,слог,N,слог,13,True,False
12428,С,Словения,"N, PN, topn",Словения,3,True,False
12429,С,словарь,N,словарь,17,True,False
12430,С,Словакия,"N, PN, topn",Словакия,4,True,False
12431,С,словак,"N, anim, hum",словак,3,True,False
12432,С,Слободчиков,"N, PN, famn",Слободчиков,1,True,False
12433,С,слон,A,слон,1,True,False
12434,С,случайность,N,случайность,1,True,False
12435,С,слушания,N,слушания,11,True,False
12436,С,слёт,N,слёт,9,True,False
12437,С,Смородин,"N, PN, famn",Смородин,1,True,False
12438,С,Смоляков,"N, PN, famn",Смоляков,9,True,False
12439,С,Смоленск,"N, PN, topn",Смоленск,3,True,False
12440,С,смола,N,смола,7,True,False
12441,С,Смирнов,"N, PN, famn",Смирнов,20,True,False
12442,С,смирна,ADV,смирно,3,False,False
12443,С,Смидович,"N, PN",Смидович,2,True,False
12444,С,СМИ,N,СМИ,86,True,False
12445,С,смерть,N,смерть,2,True,False
12446,С,смендамс,"V, intr",осмелиться,6,False,False
12447,С,смена,N,смена,67,True,False
12448,С,смелши,N,смелость,13,False,False
12449,С,смелость,N,смелость,1,True,False
12450,С,смелайгодомс,"V, intr",осмелеть,1,False,False
12451,С,смелай,A,смелый,10,False,False
12452,С,смелста,ADV,смелый,2,False,False
12453,С,смел,A,"смело; несомненно, обязательно",2,False,False
12454,С,смекамс,"V, tr",смекнуть,33,False,False
12456,С,смекай,A,смекалистый,2,False,False
12458,С,смбора,A,"пасмурный, хмурый",1,False,False
12459,С,смартфон,N,смартфон,1,True,False
12460,С,Слободской,"N, PN, topn",Слободской,1,True,False
12461,С,смотр,N,смотр,2,True,False
12462,С,сливакс,N,слива,5,False,False
12463,С,слива,A,слива,1,True,False
12464,С,скрипка,N,скрипка,7,True,False
12465,С,скрипач,"N, anim, hum",скрипач,4,True,False
12466,С,скрещивания,N,скрещивание,5,False,False
12467,С,скрепка,N,скрепка,1,True,False
12468,С,скотник,"N, anim, hum",скотник,21,True,False
12469,С,скорпион,"N, anim",скорпион,5,True,False
12470,С,скорость,N,скорость,19,True,False
12471,С,скорбь,N,скорбь,1,True,False
12472,С,скорая,N,скорая,1,True,False
12473,С,скорай,A,скорый,49,False,False
12474,С,скромнай,A,скромный,11,False,False
12475,С,скоморох,"N, anim, hum",скоморох,2,True,False
12476,С,скомня,N,скамья,33,False,False
12477,С,скобка,N,скобка,1,True,False
12478,С,скоба,N,скоба,3,True,False
12479,С,склонения,N,склонение,8,False,False
12480,С,складка,N,складка,1,True,False
12481,С,склад,N,склад,14,True,False
12482,С,скиф,"N, anim, hum",скиф,4,True,False
12483,С,скирдовандамс,"V, tr",скирдовать,1,False,False
12484,С,скирда,N,скирда,2,True,False
12485,С,скипидарнай,A,скипидарный,3,False,False
12486,С,скомняня,"N, dim",скамейка,8,False,False
12488,С,скромнайста,ADV,скромный,1,False,False
12489,С,скромнайши,N,скромность,4,False,False
12490,С,слива,N,слива,7,True,False
12491,С,слесарь,"N, anim, hum",слесарь,30,True,False
12492,С,Слепцова,"N, PN, famn",Слепцова,2,True,False
12493,С,следствия,N,следствие,14,False,False
12494,С,следственнай,A,следственный,30,False,False
12495,С,следователь,"N, anim, hum",следователь,14,True,False
12496,С,след,N,след,17,True,False
12497,С,слега,N,слега,2,True,False
12498,С,слайд,N,слайд,6,True,False
12499,С,славянскяй,A,славянский,28,False,False
12500,С,славянка,"N, anim, hum",славянка,1,True,False
12501,С,Славы,"N, PN",Славы,2,True,True
12502,С,славнай,A,славный,12,False,False
12503,С,слава,"N, PN, persn",слава,143,True,False
12504,С,Слава,N,Слава,143,True,False
12505,С,слабай,A,слабый,1,False,False
12506,С,скучендамс,"V, intr",скучать,3,False,False
12507,С,скутер,"N, transport",скутер,7,True,False
12508,С,скульптурань,N,скульптурный,4,False,False
12509,С,скульптура,A,скульптура,4,True,False
12510,С,скульптура,N,скульптура,43,True,False
12511,С,скульптор,"N, anim, hum",скульптор,52,True,False
12512,С,Скрынник,"N, PN, famn",Скрынник,5,True,False
12513,С,сливань,N,сливовый,1,False,False
12514,С,скипидар,N,скипидар,5,True,False
12515,С,смузь,N,"мудрость, ум",176,False,False
12516,С,смутямс,"V, tr",смутить,1,False,False
12517,С,сода,N,знать,201,False,False
12518,С,содай,"N, anim, hum",сода,1,False,False
12522,С,сод,N,завязать,2,False,False
12523,С,соду,N,"сажа, копоть",1,False,True
12524,С,сод,A,"в саже, запачканный сажей",1,False,False
12525,С,содань,"V, tr","сажа, копоть",6,False,False
12526,С,содамс,N,знать,6,False,False
12527,С,содамс,"V, tr",сода,201,False,False
12531,С,соглашения,N,соглашение,136,False,False
12532,С,согласования,N,согласование,32,False,False
12533,С,согласовандамс,"V, tr",согласовать,3,False,False
12534,С,согласнай,A,согласный,66,False,False
12535,С,согласия,N,согласие,58,False,False
12536,С,согласиндамс,"V, intr",согласиться,97,False,False
12537,С,согласие,N,согласие,21,True,False
12538,С,совхознай,A,совхозный,5,False,False
12540,С,сода,A,знакомый,5,False,False
12543,С,сок,N,пахать,2,False,False
12545,С,соискатель,"N, anim, hum",соискатель,2,True,False
12546,С,созыв,N,созыв,126,True,False
12547,С,сознания,N,сознание,10,False,False
12548,С,созвездие,N,созвездие,1,True,False
12549,С,соединения,N,соединение,4,False,False
12550,С,соевай,A,соевый,1,False,False
12551,С,содружества,N,содружество,8,False,False
12552,С,Содом,"N, PN, topn",Содом,11,True,False
12553,С,содня,"N, dim",сажа,11,False,False
12554,С,содержательнай,A,содержательный,1,False,False
12555,С,содержания,N,содержание,59,False,False
12556,С,содафши,N,известность,3,False,False
12558,С,содамоши,N,знание,601,False,False
12559,С,содамо,N,усвоение,48,False,False
12564,С,содавикс,"N, anim, hum",выдающийся,19,False,False
12566,С,совхоз,N,совхоз,167,True,False
12567,С,смузю,A,"умный, мудрый",116,False,False
12568,С,современник,"N, anim, hum",современник,2,True,False
12569,С,современнай,A,современный,3,False,False
12570,С,собес,N,собес,4,True,False
12571,С,снярс,ADVPRO,"тем временем, пока",70,False,False
12572,С,сняроксть,ADVPRO,столько раз,3,False,False
12573,С,снярда,ADVPRO,тогда,34,False,False
12574,С,сняра,PRO,столько,97,False,False
12575,С,снимс,"V, tr",шить,31,False,False
12576,С,снимканя,"N, dim",фотография,3,False,False
12578,С,снимка,N,фотография,155,False,False
12579,С,снимандамс,"V, tr",снять,38,False,False
12580,С,собеседования,N,собеседование,2,False,False
12581,С,снежинка,N,снежинка,3,True,False
12582,С,снасть,N,снасть,1,True,False
12583,С,снаряжения,N,снаряжение,1,False,False
12584,С,снаряд,N,снаряд,29,True,False
12585,С,снавня,"N, dim",горошек,3,False,False
12586,С,снавонь,N,гороховый,4,False,False
12587,С,снав,A,горох,4,False,False
12588,С,снав,N,горох,28,False,False
12589,С,снабженческяй,A,снабженческий,1,False,False
12590,С,снабжения,N,снабжение,1,False,False
12591,С,смысла,N,смысл,2,False,False
12592,С,снегурочка,"N, anim, hum",фольк. снегурочка,10,False,False
12593,С,Собинов,"N, PN, famn",Собинов,1,True,False
12594,С,собкор,"N, anim, hum",собкор,4,True,False
12595,С,Соболев,"N, PN, famn",Соболев,4,True,False
12596,С,совпартшкола,N,совпартшкола,3,True,False
12597,С,совок,N,совок,1,True,False
12598,С,совнарком,N,совнарком,6,True,False
12599,С,совмин,N,совмин,1,True,False
12600,С,совещательнай,A,совещательный,1,False,False
12601,С,совещания,N,совещание,340,False,False
12602,С,советскяй,A,советский,427,False,False
12603,С,советондамс,"V, tr",советовать; советоваться,2,False,False
12604,С,Советов,"N, PN",Советов,8,True,False
12605,С,советник,"N, anim, hum",советник,35,True,False
12606,С,Сергеевич,"N, PN, patrn",Сергеевич,79,True,False
12607,С,Советкин,"N, PN, famn",Советкин,1,True,False
12608,С,совет,N,совет,1109,True,False
12609,С,совесть,N,совесть,117,True,False
12610,С,события,N,событие,328,False,False
12611,С,Собчак,"N, PN, famn",Собчак,1,True,False
12612,С,собственность,N,собственность,24,True,False
12613,С,собственник,"N, anim, hum",собственник,14,True,False
12614,С,собственнай,A,собственный,33,False,False
12615,С,собрания,N,собрание,788,False,False
12616,С,собор,N,собор,106,True,False
12617,С,соболь,"N, anim",соболь,1,True,False
12618,С,соболень,A,соболиный,1,False,False
12619,С,Современник,"N, PN",Современник,2,True,False
12620,С,скиния,N,скиния,2,True,False
12621,С,смс,N,смс,5,True,False
12622,С,Скворцова,"N, PN, famn",Скворцова,16,True,False
12623,С,сиволь,N,мясо,132,False,False
12624,С,сиводи,"N, anim, hum",наниматель,2,False,True
12625,С,сиводемс,"V, tr",нанять; наняться,47,False,False
12626,С,сивомс,"V, tr",съесть,8,False,False
12627,С,сиве,N,воротник,8,False,False
12629,С,сивай,A,сивый,1,False,False
12630,С,сибиряк,"N, anim, hum",сибиряк,2,True,False
12631,С,Сибирь,"N, PN, topn",Сибирь,39,True,False
12632,С,сибирскяй,A,сибирский,11,False,False
12633,С,сиволю,A,мясистый,3,False,False
12634,С,сия,"N, anim",серебро,1,False,False
12635,С,сихтемс,"V, tr",теребить; прочесать; драться,1,False,False
12636,С,сих,"N, anim",самый,1,False,False
12637,С,си,A,вошь,1,False,False
12638,С,сизо,"N, anim",сизо,1,True,False
12639,С,си,N,вошь,1,False,False
12640,С,сиземс,"V, intr",устать,4,False,False
12641,С,си,"N, anim",вошь,4,False,False
12647,С,сигарета,N,сигарета,22,True,False
12648,С,сигнал,N,сигнал,8,True,False
12649,С,силос,A,силос,1,True,False
12650,С,силос,N,силос,20,True,False
12651,С,силовой,A,силовой,35,True,False
12652,С,силикатнай,A,силикатный,4,False,False
12653,С,Сизова,"N, PN, famn",Сизова,1,True,False
12654,С,сизо,"N, PN, famn",сизо,1,True,False
12655,С,Сизов,N,Сизов,1,True,False
12656,С,сизефши,N,усталость,2,False,False
12657,С,сизефста,"V, intr",устать,1,False,False
12658,С,сиземс,ADV,"устало, утомлённо",1,False,False
12660,С,Сидяева,"N, PN, famn",Сидяева,1,True,False
12661,С,Сидорова,"N, PN, famn",Сидорова,8,True,False
12662,С,Сидоров,"N, PN, famn",Сидоров,12,True,False
12664,С,Сидон,"N, PN, topn",Сидон,1,True,False
12666,С,Сидельников,"N, PN, famn",Сидельников,1,True,False
12667,С,сидеста,ADV,частый,704,False,False
12668,С,сиде,A,часто,704,False,False
12670,С,сигнальнай,A,сигнальный,2,False,False
12671,С,сигнализация,N,сигнализация,3,True,False
12672,С,Сеул,"N, PN, topn",Сеул,1,True,False
12673,С,силосонь,N,силосный,1,False,False
12674,С,сетьмоши,N,спокойствие,105,False,False
12675,С,сетьмомс,"V, tr","утихнуть, успокоиться",79,False,False
12676,С,серептемс,"V, tr",накалить; разжечь,4,False,False
12677,С,сери,"V, tr",кричать,58,False,True
12678,С,серемс,A,высокий; глубокий,58,False,False
12679,С,серемс,"V, tr",кричать,37,False,False
12680,С,серемомс,"V, intr",загореться,2,False,False
12681,С,середняк,"N, anim, hum",середняк,6,True,False
12682,С,Серебрякова,"N, PN, famn",Серебрякова,2,True,False
12683,С,серень,"V, tr",высота | кричать | медный | медь,5,False,False
12684,С,серемс,N,высота | кричать | медный | медь,5,False,False
12685,С,сере,A,высота | кричать | медный | медь,5,False,False
12686,С,сержант,"N, anim, hum",сержант,24,True,False
12688,С,сере,N,высота | медь,107,False,False
12690,С,Сердюков,"N, PN, famn",Сердюков,5,True,False
12691,С,сердолик,N,сердолик,1,True,False
12692,С,сердечно-сосудистай,A,сердечно-сосудистый,12,False,False
12693,С,сердечник,"N, anim, hum",сердечник,1,True,False
12694,С,Сергий,"N, PN, persn",Сергий,26,True,False
12696,С,Сергеич,"N, PN, patrn",Сергеич,2,True,False
12697,С,скидка,N,скидка,8,True,False
12699,С,сержант,A,сержант,2,True,False
12700,С,сержантонь,"N, anim, hum",сержантский,2,False,False
12701,С,сери,A,высокий; глубокий,1,False,False
12702,С,сетьме,A,"тихий, спокойный",113,False,False
12703,С,сетькамс,"V, intr",сочиться; моросить,1,False,False
12704,С,сеть,N,сеть,7,True,False
12705,С,сетчатка,"N, body",сетчатка,1,True,False
12706,С,сетка,N,сеть,20,False,False
12708,С,сетень,A,"капризный, спесивый, надменный",2,False,False
12709,С,сестра,"N, anim, hum",сестра,13,True,False
12710,С,сессия,N,сессия,265,True,False
12711,С,серьёзна,A,серьёзный,1,False,False
12712,С,серьгядемс,"V, tr",вызывать | позвать,11,False,False
12714,С,серцек,ADV,рядом,10,False,False
12715,С,сертификат,N,сертификат,67,True,False
12716,С,Серпухов,"N, PN, topn",Серпухов,1,True,False
12717,С,Серп,"N, PN",Серп,1,True,False
12718,С,Серова,"N, PN, famn",Серова,1,True,False
12719,С,Серов,"N, PN, famn",Серов,1,True,False
12720,С,сернай,A,серный,2,False,False
12721,С,серия,N,серия,11,True,False
12722,С,сериал,N,сериал,6,True,False
12723,С,сериста,ADV,высоко,2,False,False
12725,С,сетьмоста,ADV,"тихо, спокойно",37,False,False
12726,С,Симакова,"N, PN, famn",Симакова,2,True,False
12727,С,сеялка,N,сеялка,4,True,False
12728,С,Скворцов,"N, PN, famn",Скворцов,1,True,False
12729,С,сифондемс,"V, tr",сеять; моросить; ругать,3,False,False
12730,С,ситцевай,A,ситцевый,1,False,False
12731,С,ситуация,N,ситуация,89,True,False
12732,С,Ситников,"N, PN, famn",Ситников,1,True,False
12733,С,ситерькс,N,изморось | чаща; кустарник,1,False,False
12734,С,ситердемс,"V, intr","моросить, накрапывать",1,False,False
12735,С,система,N,система,316,True,False
12736,С,сисемксть,ADV,семь раз,17,False,False
12737,С,сисем,"NUM, distr",семь,5,False,False
12738,С,сисем,"NUM, ord",семь,56,False,False
12739,С,сифтем,N,"сито, решето",6,False,False
12740,С,сисем,NUM,семь,423,False,False
12741,С,сиротаня,"N, dim, anim, hum",сиротка,1,False,False
12743,С,сиротань,A,сиротка,1,False,False
12744,С,сирота,"N, anim, hum",сирота,24,True,False
12745,С,сироп,N,сироп,11,True,False
12746,С,Сирия,"N, PN, topn",Сирия,23,True,False
12747,С,Сириус,"N, PN",Сириус,1,True,False
12748,С,сиреши,N,старость,26,False,False
12749,С,сиренек-однек,"N, anim, hum",и стар и млад,6,False,False
12750,С,сирелгодомс,"V, intr",распуститься,1,False,False
12751,С,сиряза,A,пожилой,1,False,False
12752,С,сифтемня,"N, dim",ситечко,1,False,False
12753,С,сича,ADV,"место, очищенное от леса и предназначенное для посадок",1,False,False
12754,С,сичас,N,сейчас,1,False,False
12755,С,Симбирск,"N, PN, topn",Симбирск,1,True,False
12756,С,сквозняк,N,сквозняк,6,True,False
12757,С,сквер,N,сквер,9,True,False
12758,С,скважина,N,скважина,1,True,False
12759,С,скаут,"N, anim, hum",скаут,6,True,False
12760,С,скатерть,N,скатерть,7,True,False
12761,С,Скандинавия,"N, PN, topn",Скандинавия,1,True,False
12762,С,скандал,N,скандал,4,True,False
12763,С,скалвай,N,сливочное масло,24,False,False
12764,С,скала,N,скала,1,True,False
12765,С,скала,"N, anim",тёлка,1,False,False
12766,С,скал,N,скала,1,False,False
12767,С,скал,"N, anim",тёлка,5,False,False
12768,С,скайп,N,скайп,4,True,False
12769,С,сказка,N,сказка,14,True,False
12770,С,сказительница,"N, anim, hum",сказительница,4,True,False
12771,С,сказитель,"N, anim, hum",сказитель,1,True,False
12772,С,сказания,N,сказание,1,False,False
12773,С,сияк,ADV,"попутно, заодно",40,False,False
